id,title,frequency,units,popularity
EXCSRESNS,Excess Reserves of Depository Institutions (DISCONTINUED),Monthly,Millions of Dollars,49
REAINTRATREARAT1MO,1-Month Real Interest Rate,Monthly,Percent,49
M09086USM156NNBR,"Automobile Direct Loans, Delinquent 30 Days and Over as Percentage of Number Outstanding for United States","Monthly, End of Month",Percent,49
ATXRNSA,S&P CoreLogic Case-Shiller GA-Atlanta Home Price Index,Monthly,Index Jan 2000=100,49
CHNCPIALLMINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for China",Monthly,Index 2015=100,49
WPUSI019011,Producer Price Index by Commodity: Special Indexes: Copper and Copper Products,Monthly,Index 1982=100,49
PCU3274203274201,Producer Price Index by Industry: Gypsum Product Manufacturing: Gypsum Building Materials,Monthly,Index Dec 1993=100,48
HQMCB5YR,5-Year High Quality Market (HQM) Corporate Bond Spot Rate,Monthly,Percent,48
APU000074714,"Average Price: Gasoline, Unleaded Regular (Cost per Gallon/3.785 Liters) in U.S. City Average",Monthly,U.S. Dollars,48
WPU031502411,Producer Price Index by Commodity: Textile Products and Apparel: Polyester Manufactured Fibers,Monthly,Index Jun 2011=100,48
MHHNGSP,Henry Hub Natural Gas Spot Price,Monthly,Dollars per Million BTU,48
CGBD2534,"Unemployment Rate - College Graduates - Bachelor's Degree, 25 to 34 years",Monthly,Percent,48
T10Y3MM,10-Year Treasury Constant Maturity Minus 3-Month Treasury Constant Maturity,Monthly,Percent,48
CALOSA7URN,"Unemployment Rate in Los Angeles County, CA",Monthly,Percent,48
PCU3334133341,Producer Price Index by Industry: HVAC and Commercial Refrigeration Equipment,Monthly,Index Dec 2003=100,48
GS30,"Market Yield on U.S. Treasury Securities at 30-Year Constant Maturity, Quoted on an Investment Basis",Monthly,Percent,48
RIFLPBCIANM72NM,"Finance Rate on Consumer Installment Loans at Commercial Banks, New Autos 72 Month Loan",Monthly,Percent,48
PCU236211236211,Producer Price Index by Industry: New Industrial Building Construction,Monthly,Index Jun 2007=100,48
IC131,Inbound Price Index (International Services): Air Freight,Monthly,Index 2000=100,48
WPUIP2311001,"Producer Price Index by Commodity: Inputs to Industries: Net Inputs to Residential Construction, Goods",Monthly,Index Jun 1986=100,47
PAYNSA,"All Employees, Total Nonfarm",Monthly,Thousands of Persons,47
LNU02026631,"Multiple Jobholders, Primary and Secondary Jobs Both Full Time",Monthly,Thousands of Persons,47
PCU3353113353111,"Producer Price Index by Industry: Electric Power and Specialty Transformer Manufacturing: Power and Distribution Transformers, Except Parts",Monthly,Index Dec 1999=100,47
LVXRNSA,S&P CoreLogic Case-Shiller NV-Las Vegas Home Price Index,Monthly,Index Jan 2000=100,47
ACTLISCOU45300,"Housing Inventory: Active Listing Count in Tampa-ST. Petersburg-Clearwater, FL (CBSA)",Monthly,Level,47
APU0000712311,"Average Price: Tomatoes, Field Grown (Cost per Pound/453.6 Grams) in U.S. City Average",Monthly,U.S. Dollars,47
T10YIEM,10-Year Breakeven Inflation Rate,Monthly,Percent,47
PCU3241213241210131,"Producer Price Index by Industry: Asphalt Paving Mixture and Block Manufacturing: Asphalt and Tar Paving Mixture (Excluding Liquid), Including Bitumen or Asphalt Concrete, Asphalt Paving Cement",Monthly,Index Dec 2004=100,47
INDIRLTLT01STM,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for India,Monthly,Percent,47
WPU06790918,"Producer Price Index by Commodity: Chemicals and Allied Products: Carbon Black, All Processes",Monthly,Index Dec 1983=100,47
WPU101704,"Producer Price Index by Commodity: Metals and Metal Products: Hot Rolled Steel Bars, Plates, and Structural Shapes",Monthly,Index Jun 1982=100,47
CPALTT01CNM659N,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for China",Monthly,Growth rate same period previous year,47
IR3TCD01USM156N,Interest Rates: 3-Month or 90-Day Rates and Yields: Certificates of Deposit: Total for United States,Monthly,Percent,47
ACTLISCOU29820,"Housing Inventory: Active Listing Count in Las Vegas-Henderson-Paradise, NV (CBSA)",Monthly,Level,47
WPU0652013A,"Producer Price Index by Commodity: Chemicals and Allied Products: Synthetic Ammonia, Nitric Acid, Ammonium Compounds, and Urea",Monthly,Index Dec 2014=100,47
INTDSRTRM193N,"Interest Rates, Discount Rate for Turkey",Monthly,Percent per Annum,47
EXCAUS,Canadian Dollars to U.S. Dollar Spot Exchange Rate,Monthly,Canadian Dollars to One U.S. Dollar,46
HQMCB20YR,20-Year High Quality Market (HQM) Corporate Bond Spot Rate,Monthly,Percent,46
WPU0613020T1,Producer Price Index by Commodity: Chemicals and Allied Products: Sulfuric Acid,Monthly,Index Jun 1987=100,46
WPUFD49207,Producer Price Index by Commodity: Final Demand: Finished Goods,Monthly,Index 1982=100,46
WPU801,Producer Price Index by Commodity: Construction (Partial): New Nonresidential Building Construction,Monthly,Index Jun 2009=100,46
PALLFNFINDEXM,Global Price Index of All Commodities,Monthly,Index 2016 = 100,46
PCU334413334413A,"Producer Price Index by Industry: Semiconductor and Related Device Manufacturing: Other Semiconductor Devices, Including Transistors, Diodes, and Semiconductor Parts Such as Wafers",Monthly,Index Jun 1981=100,46
MYAGM2EZM196N,M2 for Euro Area,Monthly,Euros,46
WPU0811,Producer Price Index by Commodity: Lumber and Wood Products: Softwood Lumber,Monthly,Index 1982=100,46
APU0000715211,"Average Price: Sugar, White, All Sizes (Cost per Pound/453.6 Grams) in U.S. City Average",Monthly,U.S. Dollars,45
CUUR0000SEFV,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Monthly,Index 1982-1984=100,45
PCOFFOTMUSDM,"Global price of Coffee, Other Mild Arabica",Monthly,U.S. Cents per Pound,45
WPU01190102,Producer Price Index by Commodity: Farm Products: Almonds,Monthly,Index Dec 1991=100,45
FRBATLWGT3MMAUMHWGO,3-Month Moving Average of Unweighted Median Hourly Wage Growth: Overall,Monthly,Percent Change from Year Ago,45
WPU10760102,Producer Price Index by Commodity: Metals and Metal Products: Fabricated Steel Plate,Monthly,Index Dec 2001=100,45
HSFINVUSM495N,Existing Single-Family Home Sales: Housing Inventory,Monthly,Number of Units,45
IRLTLT01CAM156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Canada,Monthly,Percent,45
TB1YR,"1-Year Treasury Bill Secondary Market Rate, Discount Basis",Monthly,Percent,45
APUS37A72610,"Average Price: Electricity per Kilowatt-Hour in Dallas-Fort Worth-Arlington, TX (CBSA)",Monthly,U.S. Dollars,45
MTSO133FMS,Total Federal Outlays,Monthly,Millions of Dollars,45
EXHOSLUSM495N,Existing Home Sales,Monthly,Number of Units,45
PCU325311325311,Producer Price Index by Industry: Nitrogenous Fertilizer Manufacturing,Monthly,Index Dec 1979=100,45
APU0000701312,"Average Price: Rice, White, Long Grain, Uncooked (Cost per Pound/453.6 Grams) in U.S. City Average",Monthly,U.S. Dollars,45
PCU4841224841221,"Producer Price Index by Industry: General Freight Trucking, Long-Distance Less Than Truckload: General Freight Trucking, Long-Distance Less Than Truckload",Monthly,Index Jun 1992=100,45
CPHPTT01EZM659N,Consumer Price Index: Harmonised Prices: All Items: Total for the Euro Area (19 Countries),Monthly,Growth rate same period previous year,44
WPU061303,"Producer Price Index by Commodity: Chemicals and Allied Products: Alkalies and Chlorine, Including Natural Sodium Carbonate and Sulfate",Monthly,Index 1982=100,44
PCU3241223241222,"Producer Price Index by Industry: Asphalt Shingle and Coating Materials Manufacturing: Prepared Asphalt and Tar Roofing and Siding Products, Including Saturated Felts for Nonbuilding Use",Monthly,Index Jun 1984=100,44
PZINCUSDM,Global price of Zinc,Monthly,U.S. Dollars per Metric Ton,44
TENEXPCHAREARISPRE,Real Risk Premium,Monthly,Percent,44
LNU01074597,"Civilian Labor Force - With a Disability, 16 Years and over",Monthly,Thousands of Persons,44
INTDSRINM193N,"Interest Rates, Discount Rate for India",Monthly,Percent per Annum,44
RBJPBIS,Real Broad Effective Exchange Rate for Japan,Monthly,Index 2020=100,44
LIOR3MUKM,3-month London Interbank Offered Rate (LIBOR) in the United Kingdom,Monthly,Percent per Annum,44
HOUSTNSA,New Privately-Owned Housing Units Started: Total Units,Monthly,Thousands of Units,44
CROASMIDTIER,"AD&Co US Mortgage High Yield Index, Credit-and-Option-Adjusted Spread: Mid-Tier",Monthly,Index,44
EXPINF20YR,20-Year Expected Inflation,Monthly,Percent,44
PCU32615032615041,"Producer Price Index by Industry: Urethane and Other Foam Product Manufacturing: Polyurethane Foam Formed and Slab Stock for Pillows, Seating, and Cushioning",Monthly,Index Dec 2005=100,44
GS20,"Market Yield on U.S. Treasury Securities at 20-Year Constant Maturity, Quoted on an Investment Basis",Monthly,Percent,44
APU0000711415,"Average Price: Strawberries, Dry Pint (Cost per 12 Ounces/340.2 Grams) in U.S. City Average",Monthly,U.S. Dollars,44
APU0000FL2101,"Average Price: Lettuce, Romaine (Cost per Pound/453.6 Grams) in U.S. City Average",Monthly,U.S. Dollars,44
WPU07,Producer Price Index by Commodity: Rubber and Plastic Products,Monthly,Index 1982=100,44
WPU06,Producer Price Index by Commodity: Chemicals and Allied Products,Monthly,Index 1982=100,43
NEWLISCOUNJ,Housing Inventory: New Listing Count in New Jersey,Monthly,Level,43
MEDLISPRICA,Housing Inventory: Median Listing Price in California,Monthly,U.S. Dollars,43
WPU102504,Producer Price Index by Commodity: Metals and Metal Products: Nickel and Nickel-Base Alloy Mill Shapes,Monthly,Index 1982=100,43
LTOTALNSA,Light Weight Vehicle Sales,Monthly,Thousands of Units,43
IRSTCB01CAM156N,Interest Rates: Immediate Rates (< 24 Hours): Central Bank Rates: Total for Canada,Monthly,Percent,43
APU0000FC3101,Average Price: All Uncooked Beef Steaks (Cost per Pound/453.6 Grams) in U.S. City Average,Monthly,U.S. Dollars,43
APUS48A74714,"Average Price: Gasoline, Unleaded Regular (Cost per Gallon/3.785 Liters) in Phoenix-Mesa-Scottsdale, AZ (CBSA)",Monthly,U.S. Dollars,43
HQMCB2YRP,2-Year High Quality Market (HQM) Corporate Bond Par Yield,Monthly,Percent,43
EXUSUK,U.S. Dollars to U.K. Pound Sterling Spot Exchange Rate,Monthly,U.S. Dollars to One U.K. Pound Sterling,43
APU0000711211,Average Price: Bananas (Cost per Pound/453.6 Grams) in U.S. City Average,Monthly,U.S. Dollars,43
WPU112,Producer Price Index by Commodity: Machinery and Equipment: Construction Machinery and Equipment,Monthly,Index 1982=100,43
MRTSSM4453USN,"Retail Sales: Beer, Wine, and Liquor Stores",Monthly,Millions of Dollars,43
ACTLISCOU36740,"Housing Inventory: Active Listing Count in Orlando-Kissimmee-Sanford, FL (CBSA)",Monthly,Level,42
ACTLISCOU19740,"Housing Inventory: Active Listing Count in Denver-Aurora-Lakewood, CO (CBSA)",Monthly,Level,42
IR3TIB01EZM156N,Interest Rates: 3-Month or 90-Day Rates and Yields: Interbank Rates: Total for Euro Area (19 Countries),Monthly,Percent,42
PCU2123122123120,Producer Price Index by Industry: Crushed and Broken Limestone Mining: Crushed and Broken Limestone,Monthly,Index Dec 1983=100,42
GS3M,"Market Yield on U.S. Treasury Securities at 3-Month Constant Maturity, Quoted on an Investment Basis",Monthly,Percent,42
IR3TIB01GBM156N,Interest Rates: 3-Month or 90-Day Rates and Yields: Interbank Rates: Total for United Kingdom,Monthly,Percent,42
ACTLISCOU26420,"Housing Inventory: Active Listing Count in Houston-the Woodlands-Sugar Land, TX (CBSA)",Monthly,Level,42
M1NS,M1,Monthly,Billions of Dollars,42
APU0000710212,"Average Price: Cheddar Cheese, Natural (Cost per Pound/453.6 Grams) in U.S. City Average",Monthly,U.S. Dollars,42
M2OWN,M2 Own Rate (DISCONTINUED),Monthly,Percent,42
FII10,"Market Yield on U.S. Treasury Securities at 10-Year Constant Maturity, Quoted on an Investment Basis, Inflation-Indexed",Monthly,Percent,42
PRICENPQUSDM,"Global price of Rice, Thailand",Monthly,U.S. Dollars per Metric Ton,42
TRESEGCNM052N,Total Reserves excluding Gold for China,Monthly,Dollars,42
POP,Total Population: All Ages including Armed Forces Overseas,Monthly,Thousands,42
IRLTLT01FRM156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for France,Monthly,Percent,42
IRLTLT01ITM156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Italy,Monthly,Percent,42
CUUR0000SASL2RS,Consumer Price Index for All Urban Consumers: Services Less Rent of Shelter in U.S. City Average,Monthly,Index Dec 1982=100,42
ACTLISCOU12060,"Housing Inventory: Active Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",Monthly,Level,42
IQ,Export Price Index (End Use): All Commodities,Monthly,Index 2000=100,42
ACTLISCOU14460,"Housing Inventory: Active Listing Count in Boston-Cambridge-Newton, MA-NH (CBSA)",Monthly,Level,42
RBCNBIS,Real Broad Effective Exchange Rate for China,Monthly,Index 2020=100,42
EMVOVERALLEMV,Equity Market Volatility Tracker: Overall,Monthly,Index,42
GBRCPALTT01CTGYM,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for United Kingdom",Monthly,"Contribution to growth rate, over 1 year",42
APU0400712112,"Average Price: Potatoes, White (Cost per Pound/453.6 Grams) in the West Census Region - Urban",Monthly,U.S. Dollars,42
IQ12260,Export Price Index (End Use): Nonmonetary Gold,Monthly,Index 2000=100,41
WPU0652026A,"Producer Price Index by Commodity: Chemicals and Allied Products: Phosphoric Acid, 52-54 Percent APA, Superphosphates and Other Phosphate Fertilizer Materials",Monthly,Index Dec 2014=100,41
T7YIEM,7-year Breakeven Inflation Rate,Monthly,Percent,41
CPALCY01CAM661N,Consumer Price Index: All Items: City: Total for Canada,Monthly,Index 2015=100,41
WPU0812,Producer Price Index by Commodity: Lumber and Wood Products: Hardwood Lumber,Monthly,Index 1982=100,41
WPU09,"Producer Price Index by Commodity: Pulp, Paper, and Allied Products",Monthly,Index 1982=100,41
CRXRNSA,S&P CoreLogic Case-Shiller NC-Charlotte Home Price Index,Monthly,Index Jan 2000=100,41
DPSACBM027NBOG,"Deposits, All Commercial Banks",Monthly,Billions of U.S. Dollars,41
WPU072205011,Producer Price Index by Commodity: Rubber and Plastic Products: Unlaminated Polyethylene Film and Sheet,Monthly,Index Dec 2011=100,41
LOADFACTOR,"Load Factor for U.S. Air Carrier Domestic and International, Scheduled Passenger Flights",Monthly,Percent,41
SUUR0000SA0,Chained Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,Monthly,Index Dec 1999=100,41
REQRESNS,Required Reserves of Depository Institutions (DISCONTINUED),Monthly,Billions of Dollars,41
PINDUINDEXM,Global price of Industrial Materials index,Monthly,Index 2016 = 100,41
ARGCCUSMA02STM,Currency Conversions: US Dollar Exchange Rate: Average of Daily Rates: National Currency: USD for Argentina,Monthly,Argentine Peso,41
IR3TBB01AUM156N,Interest Rates: 3-Month or 90-Day Rates and Yields: Bank Bills: Total for Australia,Monthly,Percent,41
POILDUBUSDM,Global price of Dubai Crude,Monthly,U.S. Dollars per Barrel,41
WPU09141107,"Producer Price Index by Commodity: Pulp, Paper, and Allied Products: Unbleached Kraft Packaging and Industrial Converting Paperboard",Monthly,Index Dec 1999=100,41
M14062USM027NNBR,Total Gold Reserves of Federal Reserve Banks for United States,Monthly,Billions of Dollars,41
LNU01300060,Labor Force Participation Rate - 25-54 Yrs.,Monthly,Percent,41
M1329AUSM193NNBR,"Yields on Short-Term United States Securities, Three-Six Month Treasury Notes and Certificates, Three Month Treasury Bills for United States",Monthly,Percent per Annum,41
WPU091105,"Producer Price Index by Commodity: Pulp, Paper, and Allied Products: Wood Pulp",Monthly,Index Jun 2006=100,41
INTGSTBRM193N,"Interest Rates, Government Securities, Treasury Bills for Brazil",Monthly,Percent per Annum,41
MEDLISPRIPERSQUFEETX,Housing Inventory: Median Listing Price per Square Feet in Texas,Monthly,U.S. Dollars,41
IR3TTS01CNM156N,Interest Rates: 3-Month or 90-Day Rates and Yields: Treasury Securities: Total for China,Monthly,Percent,41
GS2,"Market Yield on U.S. Treasury Securities at 2-Year Constant Maturity, Quoted on an Investment Basis",Monthly,Percent,41
APU0000717311,"Average Price: Coffee, 100%, Ground Roast, All Sizes (Cost per Pound/453.6 Grams) in U.S. City Average",Monthly,U.S. Dollars,40
PSOYBUSDM,Global price of Soybeans,Monthly,U.S. Dollars per Metric Ton,40
APUS11A72610,"Average Price: Electricity per Kilowatt-Hour in Boston-Cambridge-Newton, MA-NH (CBSA)",Monthly,U.S. Dollars,40
ACTLISCOUNY,Housing Inventory: Active Listing Count in New York,Monthly,Level,40
PCU33231233231211,"Producer Price Index by Industry: Fabricated Structural Metal Manufacturing: Fabricated Structural Iron and Steel for Industrial Buildings Metal Bar Joists, Short Span",Monthly,Index Jun 2011=100,40
WPU03T15M05,Producer Price Index by Commodity: Industrial Commodities Less Fuels,Monthly,Index 1982=100,40
PCU3219203219205,"Producer Price Index by Industry: Wood Container and Pallet Manufacturing: Wood Pallets and Pallet Containers, Wood and Metal Combination",Monthly,Index Dec 2003=100,40
WPU10170301,"Producer Price Index by Commodity: Metals and Metal Products: Hot Rolled Steel Sheet and Strip, Including Tin Mill Products",Monthly,Index Dec 2003=100,40
